"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_97695_coefficient","contrast_97695_log2fc","contrast_97695_tstat","contrast_97695_pvalue"
"26467","1426222_s_at","67776","Vwa5a","von Willebrand factor A domain containing 5A",0.8003,0.9358,0.8551,0.0396,0.0396,0.4278,0.676
"26468","1438760_x_at","11490","Adam15","ADAM metallopeptidase domain 15",0.8002,0.9358,0.855,0.033,0.033,0.5978,0.5606
"26469","1450953_at","26371","Ciao1","cytosolic iron-sulfur protein assembly 1",0.8002,0.9358,0.855,-0.023,-0.023,-0.2853,0.7801
"26470","1460231_at","27056","Irf5","interferon regulatory factor 5",0.8003,0.9358,0.8552,-0.0352,-0.0352,-0.3194,0.7547
"26471","1436287_at","100038489","Apela","apelin receptor early endogenous ligand",0.8003,0.9358,0.8552,-0.1221,-0.1221,-1.6355,0.1266
"26472","1450834_at","14345","Fut4","fucosyltransferase 4",0.8004,0.9359,0.8552,0.1413,0.1413,1.2394,0.2377
"26473","1436885_a_at","27967","Cherp","calcium homeostasis endoplasmic reticulum protein",0.8005,0.9359,0.8553,-0.062,-0.062,-0.9677,0.3513
"26474","1415718_at","50724","Sap30l","SAP30-like",0.8005,0.9359,0.8554,-0.0315,-0.0315,-0.4214,0.6805
"26475","1443964_at","20776","Tmie","transmembrane inner ear",0.8005,0.9359,0.8552,-0.0888,-0.0888,-1.2066,0.2497
"26476","1431712_a_at","66367","2310022A10Rik","RIKEN cDNA 2310022A10 gene",0.8005,0.9359,0.8553,-0.067,-0.067,-0.9153,0.3772
"26477","1422044_at","15531","Ndst1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1",0.8004,0.9359,0.8552,0.0992,0.0992,0.8231,0.4257
"26478","1449516_a_at","50780","Rgs3","regulator of G-protein signaling 3",0.8005,0.9359,0.8553,-0.0798,-0.0798,-0.7341,0.4763
"26479","1455511_at","109079","Sephs1","selenophosphate synthetase 1",0.8006,0.9359,0.8554,0.0304,0.0304,0.4165,0.684
"26480","1417566_at","67469","Abhd5","abhydrolase domain containing 5",0.8006,0.9359,0.8554,0.064,0.064,0.8128,0.4314
"26481","1456815_at","15218","Foxn1","forkhead box N1",0.8007,0.936,0.8555,-0.0244,-0.0244,-0.3332,0.7444
"26482","1455996_x_at","22264","Prap1","proline-rich acidic protein 1",0.8008,0.9361,0.8555,0.0599,0.0599,0.4942,0.6297
"26483","1450828_at","118449","Synpo2","synaptopodin 2",0.8008,0.9361,0.8555,0.0181,0.0181,0.2145,0.8335
"26484","1432339_at","71264","4933432I03Rik","RIKEN cDNA 4933432I03 gene",0.8009,0.9361,0.8556,-0.0361,-0.0361,-0.3008,0.7685
"26485","1445822_at","668310","Cc2d2b","coiled-coil and C2 domain containing 2B",0.801,0.9361,0.8556,0.0462,0.0462,0.6275,0.5415
"26486","1435001_at","18786","Plaa","phospholipase A2, activating protein",0.801,0.9361,0.8557,0.0093,0.0093,0.1157,0.9097
"26487","1429201_at","74256","Cyld","CYLD lysine 63 deubiquitinase",0.8013,0.9364,0.8558,0.0612,0.0612,1.0421,0.3169
"26488","1427034_at","11421","Ace","angiotensin I converting enzyme",0.8014,0.9364,0.8558,0.0056,0.0056,0.0721,0.9436
"26489","1427080_at","75425","Tti1","TELO2 interacting protein 1",0.8014,0.9364,0.8558,-0.0948,-0.0948,-1.3984,0.1861
"26490","1424232_a_at","234728","Cmtr2","cap methyltransferase 2",0.8015,0.9365,0.8559,-0.1013,-0.1013,-0.7101,0.4906
"26491","1429995_at","73336","Prss44","serine protease 44",0.8016,0.9366,0.8559,-0.0982,-0.0982,-1.5104,0.1556
"26492","1440556_at","100041347","Ccdc201","coiled coil domain 201",0.8017,0.9366,0.8559,-0.0187,-0.0187,-0.2567,0.8015
"26493","1454135_at","74877","4930458K08Rik","RIKEN cDNA 4930458K08 gene",0.8018,0.9367,0.8561,-0.0577,-0.0577,-0.6398,0.5338
"26494","1440741_at","15552","Htr1d","5-hydroxytryptamine (serotonin) receptor 1D",0.8017,0.9367,0.856,0.0082,0.0082,0.0977,0.9237
"26495","1451301_at","50876","Tmod2","tropomodulin 2",0.8018,0.9367,0.856,-0.0326,-0.0326,-0.2071,0.8392
"26496","1437615_s_at","107305","Vps37c","vacuolar protein sorting 37C",0.8018,0.9367,0.856,-0.0419,-0.0419,-0.536,0.6012
"26497","1447683_x_at","17299","Mettl1","methyltransferase 1, tRNA methylguanosine",0.802,0.9368,0.8561,0.1381,0.1381,1.5319,0.1502
"26498","1451868_at","16522","Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6",0.8021,0.9369,0.8561,-0.0602,-0.0602,-0.6752,0.5117
"26499","1427294_a_at","72055","Slc38a10","solute carrier family 38, member 10",0.8022,0.937,0.8562,0.0323,0.0323,0.3146,0.7582
"26500","1416763_at","98828","Cdc123","cell division cycle 123",0.8024,0.937,0.8563,0.0172,0.0172,0.3309,0.7462
"26501","1443058_at","72899","Macrod2","mono-ADP ribosylhydrolase 2",0.8025,0.937,0.8564,-0.0961,-0.0961,-1.1034,0.2904
"26502","1417631_at","17346","Mknk1","MAP kinase-interacting serine/threonine kinase 1",0.8023,0.937,0.8562,0.0681,0.0681,0.8112,0.4323
"26503","1415749_a_at","54170","Rragc","Ras-related GTP binding C",0.8025,0.937,0.8564,0.0034,0.0034,0.0552,0.9568
"26504","1450859_s_at","66105","Ube2d3","ubiquitin-conjugating enzyme E2D 3",0.8026,0.937,0.8565,0.049,0.049,0.6593,0.5216
"26505","1431580_at","74594","4833421K07Rik","RIKEN cDNA 4833421K07 gene",0.8026,0.937,0.8565,-0.0266,-0.0266,-0.252,0.8051
"26506","1418581_a_at","16886","Limk2","LIM domain kinase 2",0.8025,0.937,0.8564,0.1093,0.1093,1.3145,0.212
"26507","1425850_a_at","59126","Nek6","NIMA (never in mitosis gene a)-related expressed kinase 6",0.8024,0.937,0.8563,0.0826,0.0826,0.856,0.4079
"26508","1427681_s_at","669149","Vmn2r88","vomeronasal 2, receptor 88",0.8026,0.937,0.8565,-0.0345,-0.0345,-0.5366,0.6009
"26509","1422982_at","11835","Ar","androgen receptor",0.8024,0.937,0.8562,-0.0395,-0.0395,-0.3166,0.7568
"26510","1439540_at","224703","Marchf2","membrane associated ring-CH-type finger 2",0.8024,0.937,0.8563,0.0424,0.0424,0.3923,0.7014
"26511","1426432_a_at","54403","Slc4a4","solute carrier family 4 (anion exchanger), member 4",0.8025,0.937,0.8563,-0.071,-0.071,-0.9829,0.3441
"26512","1437245_at","320782","Tmem154","transmembrane protein 154",0.8026,0.937,0.8565,0.1015,0.1015,1.5472,0.1465
"26513","1448205_at","268697","Ccnb1","cyclin B1",0.8027,0.9371,0.8566,-0.1028,-0.1028,-0.8192,0.4279
"26514","1426583_at","11909","Atf2","activating transcription factor 2",0.8027,0.9371,0.8566,-0.0219,-0.0219,-0.3022,0.7674
"26515","1415748_a_at","59288","Dctn5","dynactin 5",0.8028,0.9371,0.8566,0.0364,0.0364,0.4089,0.6895
"26516","1417817_a_at","97064","Wwtr1","WW domain containing transcription regulator 1",0.8029,0.9372,0.8567,-0.0629,-0.0629,-0.5744,0.5758
"26517","1449225_a_at","60597","Mapk8ip2","mitogen-activated protein kinase 8 interacting protein 2",0.8029,0.9372,0.8567,-0.0401,-0.0401,-0.5594,0.5857
"26518","1422471_at","72129","Pex13","peroxisomal biogenesis factor 13",0.803,0.9372,0.8568,0.063,0.063,1.0676,0.3057
"26519","1432419_a_at","101513","Mob2","MOB kinase activator 2",0.803,0.9372,0.8568,0.1047,0.1047,0.6343,0.5372
"26520","1451079_at","72141","Adpgk","ADP-dependent glucokinase",0.8031,0.9373,0.8568,0.0473,0.0473,0.5436,0.5962
"26521","1425700_at","14816","Grm1","glutamate receptor, metabotropic 1",0.8032,0.9373,0.8568,0.0451,0.0451,0.5669,0.5808
"26522","1436549_a_at","15382","Hnrnpa1","heterogeneous nuclear ribonucleoprotein A1",0.8032,0.9374,0.8569,0.0074,0.0074,0.1109,0.9134
"26523","1425547_a_at","74764","Klc4","kinesin light chain 4",0.8032,0.9374,0.8569,0.0227,0.0227,0.2256,0.8251
"26524","1425423_at","230587","Glis1","GLIS family zinc finger 1",0.8034,0.9374,0.857,-0.0508,-0.0508,-0.6447,0.5307
"26525","1436486_x_at","73750","Whrn","whirlin",0.8035,0.9374,0.8571,-0.0625,-0.0625,-0.6446,0.5307
"26526","1437043_a_at","73711","Mvb12a","multivesicular body subunit 12A",0.8035,0.9374,0.8571,0.0047,0.0047,0.0803,0.9373
"26527","1428395_at","75788","Smurf1","SMAD specific E3 ubiquitin protein ligase 1",0.8034,0.9374,0.857,0.0033,0.0033,0.0375,0.9707
"26528","1424173_at","72787","Ndc1","NDC1 transmembrane nucleoporin",0.8034,0.9374,0.8571,0.269,0.269,1.9658,0.0717
"26529","1454231_a_at","77945","Rpgrip1","retinitis pigmentosa GTPase regulator interacting protein 1",0.8034,0.9374,0.857,0.2467,0.2467,2.061,0.0605
"26530","1453590_at","75869","Arl5b","ADP-ribosylation factor-like 5B",0.8035,0.9374,0.8571,0.0415,0.0415,0.3313,0.7459
"26531","1448481_at","18010","Neu1","neuraminidase 1",0.8036,0.9375,0.8572,0.0578,0.0578,0.8759,0.3975
"26532","1451131_at","54208","Arl6ip1","ADP-ribosylation factor-like 6 interacting protein 1",0.8037,0.9375,0.8572,-0.002,-0.002,-0.0246,0.9807
"26533","1428370_at","66236","1500011B03Rik","RIKEN cDNA 1500011B03 gene",0.8036,0.9375,0.8572,0.071,0.071,1.1725,0.2626
"26534","1439110_at","227923","A930012O16Rik","RIKEN cDNA A930012O16 gene",0.8037,0.9375,0.8573,-0.0659,-0.0659,-0.7141,0.4882
"26535","1447682_x_at","22033","Traf5","TNF receptor-associated factor 5",0.8037,0.9375,0.8573,-0.0317,-0.0317,-0.4821,0.638
"26536","1423247_at","76299","Erp44","endoplasmic reticulum protein 44",0.8039,0.9376,0.8573,0.0151,0.0151,0.2042,0.8415
"26537","1432297_at","76637","Zim2","zinc finger, imprinted 2",0.8039,0.9377,0.8574,0.0432,0.0432,0.3317,0.7455
"26538","1437831_at","78796","Zcchc4","zinc finger, CCHC domain containing 4",0.8039,0.9377,0.8574,-0.0137,-0.0137,-0.1427,0.8888
"26539","1418740_at","67926","Cby2","chibby family member 2",0.804,0.9377,0.8574,-0.1335,-0.1335,-0.9506,0.3597
"26540","1452021_a_at","55927","Hes6","hairy and enhancer of split 6",0.804,0.9377,0.8574,0.0572,0.0572,0.3385,0.7406
"26541","1418874_a_at","19185","Psmd4","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",0.8041,0.9377,0.8575,0.0487,0.0487,0.8343,0.4196
"26542","1452472_at","235636","Rtp3","receptor transporter protein 3",0.8041,0.9377,0.8575,-0.0404,-0.0404,-0.5172,0.614
"26543","1430486_at","19363","Rad51b","RAD51 paralog B",0.8043,0.9378,0.8577,-0.0657,-0.0657,-0.9098,0.38
"26544","1449043_at","17939","Naga","N-acetyl galactosaminidase, alpha",0.8043,0.9378,0.8576,-0.0149,-0.0149,-0.2008,0.844
"26545","1451636_at","208258","Ankrd33","ankyrin repeat domain 33",0.8042,0.9378,0.8576,-0.0115,-0.0115,-0.1304,0.8983
"26546","1415952_at","13728","Mark2","MAP/microtubule affinity regulating kinase 2",0.8042,0.9378,0.8576,0.0739,0.0739,0.731,0.4781
"26547","1452749_at","67440","Mtpap","mitochondrial poly(A) polymerase",0.8042,0.9378,0.8575,0.0115,0.0115,0.1882,0.8537
"26548","1419507_at","26560","Krtap15","keratin associated protein 15",0.8043,0.9378,0.8577,0.0111,0.0111,0.1885,0.8535
"26549","1427264_at","12965","Crygb","crystallin, gamma B",0.8044,0.9378,0.8577,0.0669,0.0669,0.6918,0.5016
"26550","1431838_at","73618","1700128E19Rik","RIKEN cDNA 1700128E19 gene",0.8047,0.938,0.8579,-0.1271,-0.1271,-1.48,0.1634
"26551","1453547_at","69809","Pou2af2","POU domain, class 2, associating factor 2",0.8047,0.938,0.8578,0.0167,0.0167,0.1229,0.9041
"26552","1439131_at","353170","Txlng","taxilin gamma",0.8049,0.9382,0.858,0.0177,0.0177,0.1955,0.8481
"26553","1438281_x_at","76419","Smkr-ps","smal lysine rich protein 1, pseudogene",0.805,0.9382,0.858,0.0091,0.0091,0.1064,0.917
"26554","1434512_x_at","20383","Srsf3","serine and arginine-rich splicing factor 3",0.805,0.9383,0.858,-0.0021,-0.0021,-0.036,0.9718
"26555","1425300_at","225913","Tkfc","triokinase, FMN cyclase",0.8051,0.9384,0.858,-0.0454,-0.0454,-0.7262,0.481
"26556","1452610_at","67235","Zkscan14","zinc finger with KRAB and SCAN domains 14",0.8052,0.9384,0.858,0.0907,0.0907,0.9005,0.3847
"26557","1437654_at","75698","Shld2","shieldin complex subunit 2",0.8053,0.9384,0.8581,-0.0515,-0.0515,-0.7724,0.4541
"26558","1432407_at","71161","Prkag2os1","protein kinase, AMP-activated, gamma 2 non-catalytic subunit, opposite strand 1",0.8053,0.9384,0.8581,-0.1332,-0.1332,-1.7359,0.1069
"26559","1452213_at","21763","Tex2","testis expressed gene 2",0.8054,0.9385,0.8582,-0.0085,-0.0085,-0.1272,0.9008
"26560","1452856_at","233490","Crebzf","CREB/ATF bZIP transcription factor",0.8055,0.9385,0.8582,0.1983,0.1983,2.5511,0.0246
"26561","1417462_at","12331","Cap1","cyclase associated actin cytoskeleton regulatory protein 1",0.8057,0.9388,0.8583,0.187,0.187,1.4628,0.168
"26562","1436013_at","269994","Gsg1l","GSG1-like",0.8058,0.9388,0.8583,0.0808,0.0808,0.8604,0.4056
"26563","1418814_s_at","66414","Ndufa12","NADH:ubiquinone oxidoreductase subunit A12",0.8058,0.9388,0.8583,-0.0509,-0.0509,-0.9078,0.381
"26564","1420081_s_at","51944","Knstrn","kinetochore-localized astrin/SPAG5 binding",0.8058,0.9388,0.8583,-0.1231,-0.1231,-1.5457,0.1469
"26565","1419548_at","16646","Kpna1","karyopherin subunit alpha 1",0.8059,0.9389,0.8584,0.0768,0.0768,1.0108,0.3311
"26566","1433725_at","11479","Acvr1b","activin A receptor, type 1B",0.806,0.9389,0.8584,0.0115,0.0115,0.1917,0.851
"26567","1450658_at","23794","Adamts5","ADAM metallopeptidase with thrombospondin type 1 motif 5",0.8061,0.9389,0.8585,-0.0751,-0.0751,-0.7164,0.4868
"26568","1436163_at","16517","Kcnj16","potassium inwardly-rectifying channel, subfamily J, member 16",0.8061,0.9389,0.8585,-0.0182,-0.0182,-0.2116,0.8358
"26569","1425361_at","69256","Zfp397","zinc finger protein 397",0.8061,0.9389,0.8585,-0.0538,-0.0538,-0.5789,0.5728
"26570","1449525_at","14262","Fmo3","flavin containing monooxygenase 3",0.8061,0.9389,0.8585,0.0347,0.0347,0.4841,0.6366
"26571","1422668_at","20706","Serpinb9b","serine (or cysteine) peptidase inhibitor, clade B, member 9b",0.8062,0.939,0.8586,-0.1519,-0.1519,-1.3716,0.1941
"26572","1422491_a_at","12175","Bnip2","BCL2/adenovirus E1B interacting protein 2",0.8063,0.939,0.8586,0.0816,0.0816,0.9203,0.3746
"26573","1427647_at","230590","Zyg11a","zyg-11 family member A, cell cycle regulator",0.8063,0.939,0.8587,-0.0234,-0.0234,-0.2929,0.7744
"26574","1424714_at","11676","Aldoc","aldolase C, fructose-bisphosphate",0.8064,0.9391,0.8587,-0.1207,-0.1207,-1.3384,0.2044
"26575","1427460_at","228980","Taf4","TATA-box binding protein associated factor 4",0.8065,0.9391,0.8588,0.0395,0.0395,0.539,0.5993
"26576","1427175_at","233066","Syne4","spectrin repeat containing, nuclear envelope family member 4",0.8064,0.9391,0.8587,0.0237,0.0237,0.1324,0.8968
"26577","1435437_at","73251","Setd7","SET domain containing (lysine methyltransferase) 7",0.8065,0.9391,0.8588,-0.0302,-0.0302,-0.4576,0.655
"26578","1425066_a_at","97287","Mtmr14","myotubularin related protein 14",0.8065,0.9391,0.8588,0.0861,0.0861,1.1151,0.2856
"26579","1423509_a_at","15874","Iapp","islet amyloid polypeptide",0.8067,0.9392,0.8589,-0.0623,-0.0623,-0.8794,0.3956
"26580","1419407_at","15139","Hc","hemolytic complement",0.8067,0.9392,0.8589,-0.0327,-0.0327,-0.3434,0.7369
"26581","1454636_at","12419","Cbx5","chromobox 5",0.8067,0.9392,0.8589,-0.0511,-0.0511,-0.7294,0.4791
"26582","1444074_at","319565","Syne2","spectrin repeat containing, nuclear envelope 2",0.8068,0.9393,0.859,-0.0885,-0.0885,-0.8524,0.4099
"26583","1421444_at","18667","Pgr","progesterone receptor",0.8068,0.9393,0.859,-0.1559,-0.1559,-1.0542,0.3116
"26584","1452251_at","26422","Nbea","neurobeachin",0.8069,0.9393,0.8591,-0.0107,-0.0107,-0.1773,0.8621
"26585","1428208_at","77045","Bcl7a","B cell CLL/lymphoma 7A",0.8072,0.9393,0.8593,-0.0425,-0.0425,-0.5454,0.595
"26586","1450508_at","15218","Foxn1","forkhead box N1",0.8071,0.9393,0.8593,-0.1126,-0.1126,-1.337,0.2048
"26587","1425310_a_at","140709","Col26a1","collagen, type XXVI, alpha 1",0.807,0.9393,0.8591,-0.1088,-0.1088,-1.3498,0.2008
"26588","1454134_at","70491","5730412P04Rik","RIKEN cDNA 5730412P04 gene",0.8071,0.9393,0.8593,-0.0358,-0.0358,-0.5662,0.5812
"26589","1422629_s_at","27428","Shroom3","shroom family member 3",0.8071,0.9393,0.8592,0.019,0.019,0.1899,0.8524
"26590","1439568_at","268527","Greb1","gene regulated by estrogen in breast cancer protein",0.8072,0.9393,0.8593,0.1725,0.1725,1.0229,0.3256
"26591","1458197_x_at","280668","Adam1a","a disintegrin and metallopeptidase domain 1a",0.807,0.9393,0.8591,-0.0492,-0.0492,-0.7769,0.4515
"26592","1421500_at","20905","Sts","steroid sulfatase",0.8072,0.9393,0.8593,-0.027,-0.027,-0.3052,0.7652
"26593","1427433_s_at","15400","Hoxa3","homeobox A3",0.8074,0.9393,0.8595,0.1212,0.1212,0.9527,0.3586
"26594","1419293_at","13508","Dscam","DS cell adhesion molecule",0.8073,0.9393,0.8594,-0.0415,-0.0415,-0.3111,0.7608
"26595","1421310_at","67722","Actl11","actin-like 11",0.8074,0.9393,0.8595,0.0067,0.0067,0.0864,0.9325
"26596","1432214_at","69369","Ms4a20","membrane-spanning 4-domains, subfamily A, member 20",0.8074,0.9393,0.8595,-0.015,-0.015,-0.1949,0.8485
"26597","1450888_at","17957","Napb","N-ethylmaleimide sensitive fusion protein attachment protein beta",0.8073,0.9393,0.8594,-0.086,-0.086,-1.5392,0.1484
"26598","1421004_at","26920","Cntrl","centriolin",0.8074,0.9393,0.8595,-0.0345,-0.0345,-0.3268,0.7492
"26599","1434510_at","23972","Papss2","3'-phosphoadenosine 5'-phosphosulfate synthase 2",0.8073,0.9393,0.8594,0.024,0.024,0.3584,0.7259
"26600","1434001_at","70387","Ttc9c","tetratricopeptide repeat domain 9C",0.8074,0.9393,0.8596,0.0206,0.0206,0.3318,0.7455
"26601","1433203_at","77069","6030400A10Rik","RIKEN cDNA 6030400A10 gene",0.8075,0.9394,0.8596,-0.0588,-0.0588,-0.6168,0.5483
"26602","1436008_at","21985","Tpd52","tumor protein D52",0.8076,0.9394,0.8597,-0.0604,-0.0604,-0.49,0.6325
"26603","1453520_at","73668","Ttc21b","tetratricopeptide repeat domain 21B",0.8075,0.9394,0.8596,0.1292,0.1292,1.0136,0.3298
"26604","1419832_s_at","56318","Acp3","acid phosphatase 3",0.8076,0.9394,0.8597,-0.0515,-0.0515,-0.6072,0.5545
"26605","1430442_at","70729","Nos1ap","nitric oxide synthase 1 (neuronal) adaptor protein",0.8077,0.9395,0.8597,-0.0432,-0.0432,-0.4714,0.6454
"26606","1427705_a_at","18033","Nfkb1","nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",0.8078,0.9395,0.8598,0.0578,0.0578,0.913,0.3783
"26607","1450385_at","16648","Kpna3","karyopherin subunit alpha 3",0.8078,0.9396,0.8598,0.0656,0.0656,0.5603,0.5851
"26608","1453341_a_at","73893","Tmem202","transmembrane protein 202",0.8081,0.9396,0.8601,0.0305,0.0305,0.2726,0.7896
"26609","1434419_s_at","230908","Tardbp","TAR DNA binding protein",0.808,0.9396,0.8599,0.0328,0.0328,0.4214,0.6806
"26610","1424581_at","217154","Stac2","SH3 and cysteine rich domain 2",0.808,0.9396,0.8599,0.0171,0.0171,0.1569,0.8778
"26611","1431925_at","74473","4933433H22Rik","RIKEN cDNA 4933433H22 gene",0.8082,0.9396,0.8601,-0.0376,-0.0376,-0.3913,0.7021
"26612","1439456_x_at","70495","Atp6ap2","ATPase, H+ transporting, lysosomal accessory protein 2",0.8082,0.9396,0.8601,0.0231,0.0231,0.4116,0.6875
"26613","1426064_at","337924","Cyp3a44","cytochrome P450, family 3, subfamily a, polypeptide 44",0.8083,0.9397,0.8602,-0.019,-0.019,-0.2399,0.8142
"26614","1425799_at","226564","Fmo4","flavin containing monooxygenase 4",0.8085,0.9398,0.8603,-0.1068,-0.1068,-1.2017,0.2515
"26615","1449282_at","58861","Cysltr1","cysteinyl leukotriene receptor 1",0.8084,0.9398,0.8602,-0.0065,-0.0065,-0.0577,0.9549
"26616","1457912_at","414101","E130317F20Rik","RIKEN cDNA E130317F20 gene",0.8085,0.9398,0.8603,-0.1218,-0.1218,-1.3689,0.1949
"26617","1434296_at","234413","Zfp961","zinc finger protein 961",0.8085,0.9398,0.8603,0.0697,0.0697,0.6201,0.5462
"26618","1448410_at","63958","Ube4b","ubiquitination factor E4B",0.8086,0.9398,0.8603,-0.0521,-0.0521,-0.7974,0.4399
"26619","1425574_at","13837","Epha3","Eph receptor A3",0.8087,0.9399,0.8604,0.095,0.095,1.1503,0.2713
"26620","1430737_at","76373","Zfp773","zinc finger protein 773",0.8087,0.9399,0.8604,0.1051,0.1051,1.1718,0.2629
"26621","1440460_at","403200","Lypd9","LY6/PLAUR domain containing 9",0.8089,0.9399,0.8606,-0.0199,-0.0199,-0.2447,0.8106
"26622","1421737_at","11695","Alx4","aristaless-like homeobox 4",0.809,0.9399,0.8607,-0.0802,-0.0802,-0.7996,0.4387
"26623","1430728_at","114666","Krtap5-5","keratin associated protein 5-5",0.8088,0.9399,0.8605,0.0413,0.0413,0.3524,0.7303
"26624","1426141_at","233221","Mrgpra1","MAS-related GPR, member A1",0.809,0.9399,0.8607,0.0354,0.0354,0.4417,0.6662
"26625","1430501_at","77618","C030047K22Rik","RIKEN cDNA C030047K22 gene",0.8089,0.9399,0.8606,0.0782,0.0782,0.7732,0.4536
"26626","1428884_at","66146","Maco1","macoilin 1",0.8088,0.9399,0.8605,0.0716,0.0716,1.2804,0.2234
"26627","1426220_at","74919","Slc35f6","solute carrier family 35, member F6",0.809,0.9399,0.8608,0.0853,0.0853,1.5407,0.1481
"26628","1428264_at","66585","Snrnp40","small nuclear ribonucleoprotein 40 (U5)",0.8089,0.9399,0.8605,-0.0087,-0.0087,-0.1559,0.8786
"26629","1459111_at","320965","4831440E17Rik","RIKEN cDNA 4831440E17 gene",0.809,0.9399,0.8606,-0.025,-0.025,-0.3611,0.724
"26630","1421928_at","13838","Epha4","Eph receptor A4",0.8089,0.9399,0.8606,0.171,0.171,0.9059,0.3819
"26631","1431671_at","74892","4930447A16Rik","RIKEN cDNA 4930447A16 gene",0.809,0.9399,0.8607,-0.021,-0.021,-0.1975,0.8466
"26632","1429284_at","214944","Mob3b","MOB kinase activator 3B",0.809,0.9399,0.8608,-0.1257,-0.1257,-0.9231,0.3733
"26633","1424455_at","67298","Gprasp1","G protein-coupled receptor associated sorting protein 1",0.8091,0.9399,0.8608,-0.0275,-0.0275,-0.4959,0.6285
"26634","1419489_at","106014","Tafa5","TAFA chemokine like family member 5",0.8088,0.9399,0.8604,-0.0143,-0.0143,-0.2479,0.8082
"26635","1436959_x_at","56876","Nsmf","NMDA receptor synaptonuclear signaling and neuronal migration factor",0.8091,0.9399,0.8608,0.0107,0.0107,0.1957,0.848
"26636","1457697_at","207686","Cfap69","cilia and flagella associated protein 69",0.8092,0.9399,0.8609,0.2425,0.2425,1.9847,0.0693
"26637","1458620_at","332993","Gm5129","predicted gene 5129",0.8092,0.9399,0.8609,0.0226,0.0226,0.2096,0.8373
"26638","1451701_x_at","12739","Cldn3","claudin 3",0.8091,0.9399,0.8609,0.0165,0.0165,0.2054,0.8405
"26639","1448934_at","67273","Ndufa10","NADH:ubiquinone oxidoreductase subunit A10",0.8093,0.9399,0.861,-0.011,-0.011,-0.21,0.837
"26640","1419592_at","22253","Unc5c","unc-5 netrin receptor C",0.8093,0.9399,0.861,0.1477,0.1477,1.6814,0.1172
"26641","1450268_at","60344","Fign","fidgetin",0.8093,0.9399,0.8609,0.0182,0.0182,0.2196,0.8297
"26642","1417207_at","13543","Dvl2","dishevelled segment polarity protein 2",0.8094,0.94,0.8611,-0.0019,-0.0019,-0.017,0.9867
"26643","1434651_a_at","12739","Cldn3","claudin 3",0.8094,0.94,0.861,-0.0965,-0.0965,-1.1343,0.2777
"26644","1454221_a_at","73804","Kif2c","kinesin family member 2C",0.8094,0.94,0.8611,-0.0794,-0.0794,-0.753,0.4652
"26645","1453337_at","102635958","Gm20389","predicted gene 20389",0.8096,0.94,0.8612,0.0363,0.0363,0.3737,0.7148
"26646","1427272_at","235132","Zbtb44","zinc finger and BTB domain containing 44",0.8095,0.94,0.8611,0.098,0.098,1.3853,0.1899
"26647","1435975_at","102442","Dennd4a","DENN domain containing 4A",0.8095,0.94,0.8611,-0.005,-0.005,-0.0624,0.9512
"26648","1417193_at","20656","Sod2","superoxide dismutase 2, mitochondrial",0.8096,0.94,0.8612,-0.0208,-0.0208,-0.3328,0.7447
"26649","1439700_at","280667","Adam1b","a disintegrin and metallopeptidase domain 1b",0.8097,0.9401,0.8614,0.0275,0.0275,0.3528,0.7301
"26650","1431699_at","14346","Fut4-ps1","fucosyltransferase 4, pseudogene 1",0.8097,0.9401,0.8613,-0.1172,-0.1172,-1.2956,0.2183
"26651","1423241_a_at","21781","Tfdp1","transcription factor Dp 1",0.8097,0.9401,0.8613,0.0716,0.0716,1.1348,0.2776
"26652","1449047_at","56794","Hacl1","2-hydroxyacyl-CoA lyase 1",0.8098,0.9401,0.8614,0.0681,0.0681,0.7371,0.4746
"26653","1433996_at","64707","Suv39h2","suppressor of variegation 3-9 2",0.8099,0.9401,0.8614,0.0069,0.0069,0.0913,0.9287
"26654","1420856_a_at","71835","Lancl2","LanC (bacterial lantibiotic synthetase component C)-like 2",0.8099,0.9401,0.8615,0.3747,0.3747,1.3822,0.1909
"26655","1419264_at","67463","Poc5","POC5 centriolar protein",0.81,0.9401,0.8615,0.0415,0.0415,0.4749,0.643
"26656","1426931_s_at","52874","Pum3","pumilio RNA-binding family member 3",0.81,0.9401,0.8615,-0.0046,-0.0046,-0.0674,0.9473
"26657","1450908_at","13684","Eif4e","eukaryotic translation initiation factor 4E",0.8101,0.9402,0.8616,0.1005,0.1005,0.7307,0.4783
"26658","1423048_a_at","54473","Tollip","toll interacting protein",0.8101,0.9402,0.8616,0.1867,0.1867,1.4343,0.1758
"26659","1439708_at","242702","Myom3","myomesin family, member 3",0.8102,0.9402,0.8616,-0.0955,-0.0955,-0.9958,0.338
"26660","1430101_at","14407","Gabrg3","gamma-aminobutyric acid type A receptor, subunit gamma 3",0.8102,0.9402,0.8617,-0.023,-0.023,-0.2968,0.7714
"26661","1442135_at","211488","Ado","2-aminoethanethiol dioxygenase",0.8102,0.9402,0.8617,-0.0149,-0.0149,-0.2003,0.8444
"26662","1438478_a_at","19055","Ppp3ca","protein phosphatase 3, catalytic subunit, alpha isoform",0.8103,0.9402,0.8618,0.0031,0.0031,0.0553,0.9568
