"","Probe","NCBIid","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_140572_coefficient","contrast_140572_log2fc","contrast_140572_tstat","contrast_140572_pvalue","contrast_140573_coefficient","contrast_140573_log2fc","contrast_140573_tstat","contrast_140573_pvalue"
"19974",10606914,"13984","Esx1","extraembryonic, spermatogenesis, homeobox 1",0.5425,0.6087,0.8912,0.0887,0.0887,0.9467,0.3624,0.0848,0.0848,0.9054,0.3831
"19975",10532626,"74376","Myo18b","myosin XVIIIb",0.5428,0.609,0.8912,-0.0862,-0.0862,-0.8955,0.3881,-0.0919,-0.0919,-0.9548,0.3585
"19976",10459614,"78931","4930546C10Rik","RIKEN cDNA 4930546C10 gene",0.5428,0.609,0.8912,-0.0133,-0.0133,-0.1446,0.8875,-0.1018,-0.1018,-1.1088,0.2892
"19977",10350197,"226439","Ascl5","achaete-scute family bHLH transcription factor 5",0.5429,0.6091,0.8913,-0.1346,-0.1346,-1.1188,0.2851,-0.0239,-0.0239,-0.1984,0.8461
"19978",10566283,"18366","Or51b17","olfactory receptor family 51 subfamily B member 17",0.543,0.6092,0.8914,-0.1741,-0.1741,-1.1322,0.2797,-0.0669,-0.0669,-0.4351,0.6712
"19979",10415438,"17225","Mcpt2","mast cell protease 2",0.5432,0.6093,0.8914,0.0769,0.0769,0.5349,0.6025,0.1611,0.1611,1.1205,0.2844
"19980",10478540,"629756","Wfdc10","WAP four-disulfide core domain 10",0.5436,0.6098,0.8915,0.0296,0.0296,0.2691,0.7924,-0.1043,-0.1043,-0.9476,0.362
"19981",10357077,"394252","Serpinb3d","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 3D",0.5437,0.6099,0.8915,0.0688,0.0688,1.1053,0.2907,0.0374,0.0374,0.601,0.559
"19982",10391957,"22412","Wnt9b","wingless-type MMTV integration site family, member 9B",0.5441,0.6103,0.8916,-0.0075,-0.0075,-0.0917,0.9284,-0.0896,-0.0896,-1.0941,0.2954
"19983",10555156,"14918","Gucy2d","guanylate cyclase 2d",0.5444,0.6106,0.8917,0.0053,0.0053,0.0581,0.9546,0.099,0.099,1.0845,0.2994
"19984",10488303,"66877","Crnkl1","crooked neck pre-mRNA splicing factor 1",0.5448,0.6109,0.8918,0.0224,0.0224,0.3075,0.7637,-0.0672,-0.0672,-0.9232,0.3741
"19985",10382367,"100038601","Gm11691","predicted gene 11691",0.5454,0.6114,0.8919,-0.1024,-0.1024,-0.8256,0.4251,0.056,0.056,0.4516,0.6596
"19986",10367173,"17339","Mip","major intrinsic protein of lens fiber",0.5455,0.6116,0.892,0.0484,0.0484,0.5,0.6261,0.1086,0.1086,1.1213,0.284
"19987",10514319,"242521","Klhl9","kelch-like 9",0.5455,0.6116,0.892,0.0762,0.0762,0.96,0.356,-0.0191,-0.0191,-0.2406,0.8139
"19988",10488451,"69277","3300002I08Rik","RIKEN cDNA 3300002I08 gene",0.5459,0.612,0.892,-0.0984,-0.0984,-1.0379,0.3198,-0.0724,-0.0724,-0.764,0.4596
"19989",10534537,"109267","Ssc4d","scavenger receptor cysteine rich family, 4 domains",0.546,0.6121,0.8921,0.1301,0.1301,1.0984,0.2935,0.0722,0.0722,0.6095,0.5536
"19990",10496892,"51886","Fubp1","far upstream element (FUSE) binding protein 1",0.546,0.6121,0.8921,-0.023,-0.023,-0.3339,0.7442,-0.0775,-0.0775,-1.1275,0.2815
"19991",10520527,"65254","Dpysl5","dihydropyrimidinase-like 5",0.5465,0.6124,0.8922,-0.0205,-0.0205,-0.296,0.7723,-0.0779,-0.0779,-1.1245,0.2828
"19992",10435920,"239849","Cd200r4","CD200 receptor 4",0.5465,0.6125,0.8923,0.1278,0.1278,1.1224,0.2836,0.0312,0.0312,0.2738,0.7889
"19993",10600205,"75590","Dusp9","dual specificity phosphatase 9",0.5468,0.6127,0.8924,0.0916,0.0916,0.7806,0.4501,-0.0594,-0.0594,-0.5063,0.6218
"19994",10510767,"260305","Nphp4","nephronophthisis 4 (juvenile) homolog (human)",0.5473,0.6132,0.8925,0.0182,0.0182,0.2557,0.8025,0.0797,0.0797,1.1192,0.2849
"19995",10401289,"20493","Slc10a1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1",0.5474,0.6132,0.8926,-0.1134,-0.1134,-1.1074,0.2898,-0.0574,-0.0574,-0.5609,0.5852
"19996",10449666,"21784","Tff1","trefoil factor 1",0.5477,0.6134,0.8927,0.0998,0.0998,1.124,0.283,0.0285,0.0285,0.3209,0.7538
"19997",10365003,"100217454","Snord37","small nucleolar RNA, C/D box 37",0.5477,0.6135,0.8928,0.1404,0.1404,1.0372,0.3201,-0.0089,-0.0089,-0.0658,0.9486
"19998",10571441,"546055","Adam39","a disintegrin and metallopeptidase domain 39",0.548,0.6137,0.8929,0.0339,0.0339,0.3167,0.7569,0.1203,0.1203,1.1232,0.2833
"19999",10407456,"116852","Akr1c20","aldo-keto reductase family 1, member C20",0.5481,0.6138,0.8929,0.0683,0.0683,1.0313,0.3227,-0.0053,-0.0053,-0.0793,0.9381
"20000",10351482,"76925","Spata46","spermatogenesis associated 46",0.5484,0.6142,0.8929,0.1066,0.1066,1.1144,0.2869,0.0488,0.0488,0.5102,0.6192
"20001",10529273,"13016","Ctbp1","C-terminal binding protein 1",0.5484,0.6142,0.8929,-0.0403,-0.0403,-0.7465,0.4697,-0.0562,-0.0562,-1.0412,0.3183
"20002",10561478,"233038","Nccrp1","non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)",0.5484,0.6142,0.893,0.1341,0.1341,1.1206,0.2843,0.0349,0.0349,0.2916,0.7756
"20003",10576235,"13479","Dpep1","dipeptidase 1",0.5486,0.6143,0.893,-0.0351,-0.0351,-0.4574,0.6555,0.0625,0.0625,0.8153,0.4308
"20004",10472562,"228003","Klhl41","kelch-like 41",0.5491,0.6148,0.893,0.1432,0.1432,1.0452,0.3165,0.1007,0.1007,0.7353,0.4762
"20005",10360828,"433386","Ccdc185","coiled-coil domain containing 185",0.5491,0.6149,0.8931,0.0888,0.0888,1.1208,0.2843,0.0347,0.0347,0.4375,0.6695
"20006",10397460,"627607","Lrrc74a","leucine rich repeat containing 74A",0.5492,0.615,0.8931,0.0788,0.0788,0.8044,0.4368,0.0986,0.0986,1.0064,0.334
"20007",10576840,"78899","4932443L11Rik","RIKEN cDNA 4932443L11 gene",0.5493,0.615,0.8931,0.0685,0.0685,1.1223,0.2837,0.0244,0.0244,0.3994,0.6966
"20008",10531041,"71773","Ugt2b1","UDP glucuronosyltransferase 2 family, polypeptide B1",0.5495,0.6152,0.8932,-0.0092,-0.0092,-0.1026,0.9199,0.0918,0.0918,1.0193,0.3282
"20009",10414958,"100043270","Trav12n-2","T cell receptor alpha variable 12N-2",0.5497,0.6154,0.8932,-0.0542,-0.0542,-0.4779,0.6413,-0.1265,-0.1265,-1.1162,0.2862
"20010",10501117,"67591","Ubl4b","ubiquitin-like 4B",0.5499,0.6155,0.8934,0.1103,0.1103,1.1146,0.2868,0.0484,0.0484,0.4888,0.6338
"20011",10545115,"171187","Vmn1r33","vomeronasal 1 receptor 33",0.5498,0.6155,0.8933,0.1331,0.1331,1.0143,0.3304,-0.0149,-0.0149,-0.1133,0.9117
"20012",10450790,"224756","H2-M1","histocompatibility 2, M region locus 1",0.5498,0.6155,0.8933,0.0845,0.0845,0.9968,0.3385,-0.0129,-0.0129,-0.1524,0.8814
"20013",10565735,"233544","A630091E08Rik","RIKEN cDNA A630091E08 gene",0.5498,0.6155,0.8934,-0.0154,-0.0154,-0.1442,0.8877,-0.1168,-0.1168,-1.0967,0.2943
"20014",10372534,"72068","Cnot2","CCR4-NOT transcription complex, subunit 2",0.5504,0.6161,0.8935,-0.0796,-0.0796,-0.8371,0.4188,-0.0933,-0.0933,-0.9812,0.3459
"20015",10552500,"259277","Klk8","kallikrein related-peptidase 8",0.5505,0.6161,0.8935,0.0788,0.0788,0.7731,0.4544,-0.0516,-0.0516,-0.5067,0.6215
"20016",10362487,"22110","Tspyl1","testis-specific protein, Y-encoded-like 1",0.5514,0.617,0.8937,-0.0744,-0.0744,-1.0536,0.3128,2e-04,2e-04,0.0033,0.9974
"20017",10461822,"258098","Or10w1","olfactory receptor family 10 subfamily W member 1",0.5515,0.6171,0.8937,0.0639,0.0639,0.7147,0.4884,0.0939,0.0939,1.0496,0.3146
"20018",10560505,"100503495","A930016O22Rik","RIKEN cDNA A930016O22 gene",0.5526,0.6182,0.8939,-0.0859,-0.0859,-1.0284,0.324,0.0056,0.0056,0.0674,0.9474
"20019",10477325,"13436","Dnmt3b","DNA methyltransferase 3B",0.553,0.6185,0.8941,-0.0229,-0.0229,-0.3571,0.7272,0.0563,0.0563,0.8777,0.3973
"20020",10559786,"258915","Or6z1","olfactory receptor family 6 subfamily Z member 1",0.5531,0.6186,0.8941,-0.0259,-0.0259,-0.2201,0.8295,0.1128,0.1128,0.9579,0.357
"20021",10389326,"70325","Pigw","phosphatidylinositol glycan anchor biosynthesis, class W",0.5536,0.6191,0.8942,-0.092,-0.092,-1.0371,0.3201,-0.0649,-0.0649,-0.7314,0.4785
"20022",10438060,"16136","Igll1","immunoglobulin lambda-like polypeptide 1",0.5547,0.6202,0.8943,-0.0253,-0.0253,-0.3286,0.7481,-0.0856,-0.0856,-1.112,0.2879
"20023",10360589,"226747","Ahctf1","AT hook containing transcription factor 1",0.555,0.6205,0.8944,0.06,0.06,0.8008,0.4388,-0.0345,-0.0345,-0.461,0.6531
"20024",10469811,"215274","Il1f10","interleukin 1 family, member 10",0.5551,0.6206,0.8945,0.1084,0.1084,0.9593,0.3563,0.0961,0.0961,0.8503,0.4118
"20025",10504316,"21754","Tesk1","testis specific protein kinase 1",0.5556,0.621,0.8946,0.0591,0.0591,0.9014,0.3851,-0.0205,-0.0205,-0.3121,0.7603
"20026",10519211,"83771","Tas1r3","taste receptor, type 1, member 3",0.5556,0.6211,0.8947,0.0224,0.0224,0.2431,0.812,-0.0867,-0.0867,-0.9412,0.3651
"20027",10484854,"18347","Or4c58","olfactory receptor family 4 subfamily C member 58",0.556,0.6214,0.8947,-0.0811,-0.0811,-0.842,0.4162,-0.0928,-0.0928,-0.9633,0.3544
"20028",10414581,"278676","AY358078","cDNA sequence AY358078",0.5561,0.6215,0.8948,0.0065,0.0065,0.1184,0.9077,0.0594,0.0594,1.0803,0.3012
"20029",10495199,"242151","Kcna10","potassium voltage-gated channel, shaker-related subfamily, member 10",0.5561,0.6215,0.8947,0.1248,0.1248,1.1052,0.2907,0.0303,0.0303,0.2683,0.793
"20030",10394344,"22146","Tuba1c","tubulin, alpha 1C",0.5561,0.6215,0.8948,-0.0719,-0.0719,-0.7833,0.4486,0.0441,0.0441,0.4807,0.6394
"20031",10440690,"170654","Krtap19-4","keratin associated protein 19-4",0.5564,0.6218,0.8949,0.1107,0.1107,1.1007,0.2926,0.0235,0.0235,0.2333,0.8195
"20032",10443494,"74116","Pi16","peptidase inhibitor 16",0.5565,0.6219,0.8949,0.0671,0.0671,0.6562,0.524,0.1086,0.1086,1.0622,0.309
"20033",10429538,"110115","Cyp11b1","cytochrome P450, family 11, subfamily b, polypeptide 1",0.5567,0.6221,0.8949,0.0832,0.0832,1.0837,0.2998,0.0449,0.0449,0.5847,0.5695
"20034",10556266,"22390","Wee1","WEE 1 homolog 1 (S. pombe)",0.5568,0.6222,0.8949,-0.1487,-0.1487,-1.0045,0.3349,0.016,0.016,0.1084,0.9155
"20035",10365578,"69736","Nup37","nucleoporin 37",0.557,0.6223,0.895,0.0455,0.0455,0.4749,0.6433,0.1056,0.1056,1.1029,0.2917
"20036",10427303,"15423","Hoxc4","homeobox C4",0.5575,0.6228,0.8951,0.0657,0.0657,0.6101,0.5531,-0.072,-0.072,-0.6685,0.5164
"20037",10369040,"19886","Ros1","Ros1 proto-oncogene",0.5574,0.6228,0.895,0.0086,0.0086,0.1158,0.9097,-0.0743,-0.0743,-1.0002,0.3369
"20038",10606831,"78478","Tmsb15a","thymosin beta 15a",0.5575,0.6228,0.8951,-0.1029,-0.1029,-1.0336,0.3217,-0.0717,-0.0717,-0.7205,0.485
"20039",10570749,"13215","Defb2","defensin beta 2",0.5578,0.6231,0.8951,0.0601,0.0601,0.5892,0.5666,0.1102,0.1102,1.0804,0.3012
"20040",10537567,"21580","Tcrb-J","T cell receptor beta, joining region",0.5582,0.6235,0.8952,0.0348,0.0348,0.5015,0.6251,0.0762,0.0762,1.0972,0.2941
"20041",10373636,"258548","Or6c212","olfactory receptor family 6 subfamily C member 212",0.5582,0.6235,0.8953,0.0488,0.0488,0.6803,0.5092,0.0753,0.0753,1.0496,0.3146
"20042",10566322,"258746","Or52h1","olfactory receptor family 52 subfamily H member 1",0.5584,0.6237,0.8953,-0.0482,-0.0482,-0.5872,0.5679,-0.0886,-0.0886,-1.0797,0.3015
"20043",10501734,"114301","Palmd","palmdelphin",0.5584,0.6237,0.8953,0.0295,0.0295,0.5196,0.6128,0.0621,0.0621,1.094,0.2954
"20044",10386921,"170740","Zfp287","zinc finger protein 287",0.5585,0.6237,0.8954,-0.0794,-0.0794,-1.0637,0.3083,-0.0051,-0.0051,-0.0689,0.9462
"20045",10460376,"19045","Ppp1ca","protein phosphatase 1 catalytic subunit alpha",0.5587,0.624,0.8954,-0.0663,-0.0663,-1.0721,0.3047,-0.0063,-0.0063,-0.1027,0.9199
"20046",10559782,"18349","Or6z7","olfactory receptor family 6 subfamily Z member 7",0.5587,0.624,0.8954,0.1414,0.1414,0.8633,0.4049,-0.0595,-0.0595,-0.3635,0.7225
"20047",10584901,"114873","Dscaml1","DS cell adhesion molecule like 1",0.5591,0.6243,0.8956,-0.1294,-0.1294,-1.038,0.3197,0.0014,0.0014,0.0111,0.9913
"20048",10514702,"242574","C130073F10Rik","RIKEN cDNA C130073F10 gene",0.5594,0.6245,0.8957,0.0584,0.0584,0.8849,0.3936,-0.0217,-0.0217,-0.3282,0.7484
"20049",10531261,"73246","Rassf6","Ras association (RalGDS/AF-6) domain family member 6",0.5596,0.6247,0.8957,-0.0944,-0.0944,-1.1,0.2929,-0.0392,-0.0392,-0.4564,0.6563
"20050",10526133,"56715","Rabgef1","RAB guanine nucleotide exchange factor (GEF) 1",0.5599,0.6251,0.8958,-0.03,-0.03,-0.3788,0.7114,-0.0873,-0.0873,-1.1034,0.2915
"20051",10449523,"69307","Pxt1","peroxisomal, testis specific 1",0.56,0.6251,0.8958,0.1003,0.1003,1.0934,0.2957,0.0206,0.0206,0.2247,0.826
"20052",10403312,"432720","Akr1c19","aldo-keto reductase family 1, member C19",0.5601,0.6252,0.8958,0.0691,0.0691,0.7173,0.4869,-0.0531,-0.0531,-0.5512,0.5916
"20053",10414772,"100043270","Trav12n-2","T cell receptor alpha variable 12N-2",0.5602,0.6253,0.8959,-0.0429,-0.0429,-0.6086,0.5541,0.0468,0.0468,0.6644,0.519
"20054",10414879,"100043270","Trav12n-2","T cell receptor alpha variable 12N-2",0.5602,0.6253,0.8959,-0.0429,-0.0429,-0.6086,0.5541,0.0468,0.0468,0.6644,0.519
"20055",10541524,"71950","Nanog","Nanog homeobox",0.5602,0.6253,0.896,0.0767,0.0767,0.933,0.3692,0.0712,0.0712,0.8656,0.4037
"20056",10596810,"19654","Rbm6","RNA binding motif protein 6",0.5602,0.6253,0.8959,-0.0882,-0.0882,-1.0033,0.3355,0.0086,0.0086,0.0978,0.9237
"20057",10383810,"75342","4930556J24Rik","RIKEN cDNA 4930556J24 gene",0.5602,0.6253,0.8958,0.0837,0.0837,0.8663,0.4033,-0.0343,-0.0343,-0.3551,0.7287
"20058",10500429,"14616","Gja8","gap junction protein, alpha 8",0.5602,0.6253,0.8959,0.0754,0.0754,0.9972,0.3383,-0.0085,-0.0085,-0.112,0.9127
"20059",10545576,"56284","Mrpl19","mitochondrial ribosomal protein L19",0.5604,0.6254,0.896,-0.0573,-0.0573,-1.1026,0.2918,-0.0189,-0.0189,-0.3628,0.7231
"20060",10566251,"18368","Or52z1","olfactory receptor family 52 subfamily Z member 1",0.5605,0.6255,0.8961,0.0807,0.0807,0.82,0.4282,-0.0415,-0.0415,-0.4213,0.681
"20061",10594183,"71599","Senp8","SUMO peptidase family member, NEDD8 specific",0.5607,0.6257,0.8961,-0.1103,-0.1103,-0.7781,0.4516,0.0676,0.0676,0.4765,0.6422
"20062",10521467,"66717","Ccdc96","coiled-coil domain containing 96",0.5607,0.6257,0.8961,-0.0864,-0.0864,-1.0807,0.3011,-0.0125,-0.0125,-0.156,0.8786
"20063",10514713,"242584","Dnai4","dynein axonemal intermediate chain 4",0.5607,0.6257,0.8962,-0.0423,-0.0423,-0.5254,0.6089,0.0595,0.0595,0.7382,0.4745
"20064",10380660,"103889","Hoxb2","homeobox B2",0.5609,0.6259,0.8962,0.0867,0.0867,0.7857,0.4473,-0.0514,-0.0514,-0.4663,0.6493
"20065",10550597,"243867","Fbxo46","F-box protein 46",0.5611,0.626,0.8963,-0.0128,-0.0128,-0.1441,0.8878,-0.0958,-0.0958,-1.0775,0.3024
"20066",10431124,"75772","Pnpla5","patatin-like phospholipase domain containing 5",0.5615,0.6263,0.8964,0.0738,0.0738,1.052,0.3135,0.046,0.046,0.6561,0.5241
"20067",10579538,"434325","Tmem221","transmembrane protein 221",0.5615,0.6264,0.8965,-0.0274,-0.0274,-0.3001,0.7692,-0.1005,-0.1005,-1.0985,0.2935
"20068",10419452,"258658","Or4m1","olfactory receptor family 4 subfamily M member 1",0.5616,0.6265,0.8965,0.063,0.063,0.6455,0.5307,-0.061,-0.061,-0.6251,0.5436
"20069",10421817,"66897","Naa16","N(alpha)-acetyltransferase 16, NatA auxiliary subunit",0.5622,0.627,0.8966,0.0236,0.0236,0.1961,0.8478,0.1308,0.1308,1.0853,0.2991
"20070",10585713,"78323","Fam219b","family with sequence similarity 219, member B",0.5625,0.6273,0.8967,0.01,0.01,0.1721,0.8662,0.0628,0.0628,1.0807,0.301
"20071",10443199,"619324","C130040N14Rik","RIKEN cDNA C130040N14 gene",0.5628,0.6276,0.8967,0.0953,0.0953,1.0902,0.297,0.0428,0.0428,0.49,0.633
"20072",10528630,"231045","Iqca1l","IQ motif containing with AAA domain 1 like",0.563,0.6278,0.8968,-0.0659,-0.0659,-1.0172,0.3291,0.0033,0.0033,0.0507,0.9604
"20073",10362171,"53331","Stx7","syntaxin 7",0.5636,0.6283,0.897,-0.0618,-0.0618,-1.0146,0.3303,-0.0446,-0.0446,-0.7314,0.4785
"20074",10562428,"384605","Wdr88","WD repeat domain 88",0.5636,0.6283,0.897,0.1063,0.1063,0.8842,0.3939,0.109,0.109,0.9068,0.3823
"20075",10555720,"259105","Or52b3","olfactory receptor family 52 subfamily B member 3",0.5637,0.6284,0.897,-0.0047,-0.0047,-0.065,0.9492,-0.0766,-0.0766,-1.0539,0.3127
"20076",10560886,"68891","Cd177","CD177 antigen",0.5637,0.6284,0.897,0.0639,0.0639,0.8736,0.3994,-0.0244,-0.0244,-0.3339,0.7442
"20077",10473793,"19182","Psmc3","proteasome (prosome, macropain) 26S subunit, ATPase 3",0.5643,0.629,0.8971,0.0824,0.0824,0.9711,0.3506,-0.0131,-0.0131,-0.1549,0.8795
"20078",10570758,"246083","Defb13","defensin beta 13",0.5648,0.6295,0.8972,0.0212,0.0212,0.2382,0.8157,-0.0828,-0.0828,-0.9281,0.3716
"20079",10532592,"74376","Myo18b","myosin XVIIIb",0.565,0.6297,0.8973,0.0562,0.0562,0.9036,0.384,-0.0175,-0.0175,-0.2809,0.7836
"20080",10498180,"170767","Rfxap","regulatory factor X-associated protein",0.5651,0.6297,0.8974,-0.0697,-0.0697,-1.0016,0.3363,-0.0522,-0.0522,-0.7495,0.468
"20081",10598956,"11836","Araf","Araf proto-oncogene, serine/threonine kinase",0.5654,0.6299,0.8975,0.0325,0.0325,0.667,0.5174,-0.029,-0.029,-0.595,0.5629
"20082",10577441,"246079","Defb9","defensin beta 9",0.5655,0.6301,0.8975,-0.0779,-0.0779,-0.6275,0.5421,-0.1308,-0.1308,-1.0536,0.3128
"20083",10597935,"109332","Cdcp1","CUB domain containing protein 1",0.5656,0.6301,0.8976,-0.0409,-0.0409,-0.4307,0.6743,0.0764,0.0764,0.804,0.437
"20084",10484561,"257941","Or5al1","olfactory receptor family 5 subfamily AL member 1",0.5657,0.6302,0.8976,-0.0052,-0.0052,-0.0496,0.9613,-0.1093,-0.1093,-1.0463,0.316
"20085",10401774,"217738","Ism2","isthmin 2",0.566,0.6305,0.8977,-0.0566,-0.0566,-0.8793,0.3965,0.0205,0.0205,0.3186,0.7555
"20086",10380954,"192852","Lrrc3c","leucine rich repeat containing 3C",0.5661,0.6306,0.8977,-0.1018,-0.1018,-0.8108,0.4332,0.0527,0.0527,0.4202,0.6817
"20087",10374325,"73862","Spmip7","sperm microtubule inner protein 7",0.5663,0.6308,0.8977,-0.0311,-0.0311,-0.4198,0.682,0.06,0.06,0.8107,0.4333
"20088",10569011,"73835","Ifitm5","interferon induced transmembrane protein 5",0.5664,0.6309,0.8978,-0.0354,-0.0354,-0.4729,0.6448,0.0577,0.0577,0.7703,0.456
"20089",10465649,"13728","Mark2","MAP/microtubule affinity regulating kinase 2",0.5666,0.6311,0.8979,0.0749,0.0749,1.0907,0.2968,0.0278,0.0278,0.4046,0.6929
"20090",10375817,"622699","Msantd5","Myb/SANT DNA binding domain containing 5",0.5666,0.6311,0.8979,0.1375,0.1375,0.9807,0.3461,-0.0175,-0.0175,-0.125,0.9026
"20091",10445909,"18519","Kat2b","K(lysine) acetyltransferase 2B",0.5669,0.6313,0.898,0.0169,0.0169,0.1428,0.8888,0.1264,0.1264,1.0675,0.3067
"20092",10389130,"76392","Slfn5os","schlafen 5, opposite strand",0.5676,0.632,0.8981,0.0527,0.0527,0.6473,0.5296,-0.0497,-0.0497,-0.6108,0.5527
"20093",10478778,"99371","Arfgef2","ADP ribosylation factor guanine nucleotide exchange factor 2",0.5676,0.632,0.8982,0.0352,0.0352,0.5642,0.583,0.0665,0.0665,1.0671,0.3069
"20094",10440700,"170939","Krtap19-9b","keratin associated protein 19-9B",0.5678,0.6321,0.8983,-0.0478,-0.0478,-0.5346,0.6027,-0.0959,-0.0959,-1.0733,0.3042
"20095",10532285,"211223","Vmn2r15","vomeronasal 2, receptor 15",0.568,0.6323,0.8983,0.0799,0.0799,0.8348,0.4201,-0.0365,-0.0365,-0.3812,0.7097
"20096",10400052,"100315693","D630036H23Rik","RIKEN cDNA D630036H23 gene",0.5681,0.6323,0.8984,0.0959,0.0959,1.0858,0.2989,0.025,0.025,0.283,0.782
"20097",10480317,"68231","H2al2a","H2A histone family member L2A",0.5681,0.6323,0.8983,0.0363,0.0363,0.4898,0.6331,-0.0559,-0.0559,-0.7538,0.4655
"20098",10526724,"622486","Smok3c","sperm motility kinase 3C",0.5681,0.6323,0.8984,-0.1729,-0.1729,-0.9999,0.3371,0.0127,0.0127,0.0734,0.9427
"20099",10555807,"258838","Or52z12","olfactory receptor family 52 subfamily Z member 12",0.5683,0.6326,0.8984,0.0155,0.0155,0.1401,0.8909,-0.1072,-0.1072,-0.9711,0.3506
"20100",10515144,"230613","Skint10","selection and upkeep of intraepithelial T cells 10",0.5684,0.6326,0.8985,0.0268,0.0268,0.2296,0.8222,0.126,0.126,1.0796,0.3015
"20101",10562741,"100503991","Acp4","acid phosphatase 4",0.5685,0.6327,0.8985,0.1119,0.1119,0.964,0.354,0.0926,0.0926,0.7973,0.4407
"20102",10587854,"331004","Slc9a9","solute carrier family 9 (sodium/hydrogen exchanger), member 9",0.5686,0.6328,0.8985,0.0669,0.0669,1.0743,0.3038,0.0325,0.0325,0.5211,0.6118
"20103",10396849,"19363","Rad51b","RAD51 paralog B",0.5688,0.633,0.8986,0.1178,0.1178,1.0686,0.3062,0.0604,0.0604,0.5473,0.5942
"20104",10572741,"404315","Or2z8","olfactory receptor family 2 subfamily Z member 8",0.569,0.6332,0.8986,0.0014,0.0014,0.0202,0.9842,-0.0691,-0.0691,-1.0182,0.3286
"20105",10529454,"442795","E130018O15Rik","RIKEN cDNA E130018O15 gene",0.5692,0.6333,0.8987,0.1778,0.1778,0.9317,0.3698,-0.0415,-0.0415,-0.2174,0.8316
"20106",10604837,"20675","Sox3","SRY (sex determining region Y)-box 3",0.5696,0.6337,0.8988,0.1206,0.1206,1.0507,0.3141,0.0103,0.0103,0.09,0.9297
"20107",10594322,"56469","Pias1","protein inhibitor of activated STAT 1",0.5697,0.6338,0.8988,0.0225,0.0225,0.2871,0.7789,0.0848,0.0848,1.0833,0.2999
"20108",10577093,"100038554","Gm15348","predicted gene 15348",0.5698,0.6339,0.8989,0.0251,0.0251,0.1937,0.8497,-0.1224,-0.1224,-0.9428,0.3643
"20109",10464283,"791347","Gm10007","predicted gene 10007",0.5698,0.6339,0.8989,-0.0898,-0.0898,-0.7162,0.4875,0.0666,0.0666,0.5308,0.6052
"20110",10462406,"226089","Ric1","RAB6A GEF complex partner 1",0.5699,0.634,0.899,0.0536,0.0536,0.9595,0.3562,-0.0089,-0.0089,-0.1592,0.8762
"20111",10487021,"22785","Slc30a4","solute carrier family 30 (zinc transporter), member 4",0.5701,0.6341,0.899,-0.1011,-0.1011,-1.0532,0.313,-0.0099,-0.0099,-0.1035,0.9193
"20112",10542557,"11569","Aebp2","AE binding protein 2",0.5702,0.6342,0.8991,0.0069,0.0069,0.0874,0.9318,-0.0787,-0.0787,-0.9907,0.3413
"20113",10445898,"271457","Rab5a","RAB5A, member RAS oncogene family",0.5703,0.6343,0.8991,0.0819,0.0819,0.9463,0.3626,0.0706,0.0706,0.816,0.4304
"20114",10444911,"240087","Mdc1","mediator of DNA damage checkpoint 1",0.5704,0.6344,0.8991,-0.0562,-0.0562,-0.8052,0.4363,0.0291,0.0291,0.4171,0.6839
"20115",10356088,"12829","Col4a4","collagen, type IV, alpha 4",0.5705,0.6344,0.8992,0.0722,0.0722,0.736,0.4758,-0.0496,-0.0496,-0.506,0.622
"20116",10528289,"75172","Ccdc146","coiled-coil domain containing 146",0.5705,0.6344,0.8992,-0.0336,-0.0336,-0.4393,0.6683,0.0603,0.0603,0.7887,0.4456
"20117",10423791,"74892","4930447A16Rik","RIKEN cDNA 4930447A16 gene",0.5707,0.6346,0.8992,-0.0806,-0.0806,-1.022,0.3269,-0.0538,-0.0538,-0.6824,0.5079
"20118",10405894,"19210","Ptdss1","phosphatidylserine synthase 1",0.5707,0.6347,0.8993,0.0443,0.0443,0.8188,0.4289,0.051,0.051,0.9431,0.3642
"20119",10352020,"75820","Wdr64","WD repeat domain 64",0.5708,0.6347,0.8993,-0.0558,-0.0558,-0.5292,0.6063,0.0755,0.0755,0.7157,0.4878
"20120",10589535,"18054","Ngp","neutrophilic granule protein",0.5708,0.6347,0.8993,0.0988,0.0988,0.9728,0.3498,-0.0129,-0.0129,-0.127,0.901
"20121",10428687,"73334","1700040F17Rik","RIKEN cDNA 1700040F17 gene",0.5709,0.6348,0.8994,-0.0611,-0.0611,-0.6306,0.5401,-0.1008,-0.1008,-1.0414,0.3182
"20122",10379765,"21410","Hnf1b","HNF1 homeobox B",0.5712,0.635,0.8995,-0.0106,-0.0106,-0.1086,0.9153,-0.1032,-0.1032,-1.0525,0.3133
"20123",10390595,"19014","Med1","mediator complex subunit 1",0.5712,0.635,0.8995,-0.0482,-0.0482,-0.9364,0.3675,0.0104,0.0104,0.2017,0.8435
"20124",10566324,"259057","Or52h2","olfactory receptor family 52 subfamily H member 2",0.5713,0.6351,0.8996,0.0665,0.0665,0.9732,0.3496,0.0528,0.0528,0.7728,0.4545
"20125",10469540,"70882","Armc3","armadillo repeat containing 3",0.5714,0.6351,0.8996,-0.0748,-0.0748,-1.0578,0.3109,-0.0094,-0.0094,-0.1331,0.8963
