,pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
9140,HP_ULNAR_DEVIATION_OF_THE_WRIST,0.970340681,1,0.261092036,0.472994105,7262,10,"Galns,Pax3,Flnb,Asxl1,Tnni2"
9141,HP_HYPERCALCEMIA,0.929353548,1,0.290063845,0.622469711,8826,41,"Cdkn1a,Max,Ccnd1"
9142,HP_SHORT_FEMUR,0.891686111,1,0.321294809,0.618523917,7260,15,"Slc26a2,Alg12,Ddrgk1,Tbx15,Flnb"
9143,HP_HYPERPHOSPHATURIA,0.867647059,1,-0.235377742,-0.715452443,1179,20,"Hras,Atp7b,Hnf4a,Slc34a1,Enpp1,Gcm2,Ehhadh,Ctns,Casr,Kras,Gnas,Pth1r,,Fgf23,Cdc73,Slc2a2,Clcn5,Surf1,Aldob,Nras"
9144,HP_ABNORMAL_BLOOD_ION_CONCENTRATION,0.893089309,1,0.365788488,0.824543964,8929,184,"Cdkn1a,Tcirg1,Tlr3,Cp,Fam111a,Prf1,Unc93b1,Slc39a14,Nfkb2,Slc7a7,Stat6,Mrap,Gata3,Max,Btk,Tbce,Trp53,Hfe,Slc2a1,Ccnd1,Snx10"
9145,HP_ABNORMAL_CIRCULATING_HORMONE_LEVEL,0.99890011,1,0.276148742,0.624222914,9989,285,"Cdkn1a,Tgif1,Fam111a,Daxx,Ucp2,Spidr,Dll1,Nfkb2,Slc7a7,Fos,Hpgd,Mertk,Stat6,Mrap,Dhh,Max,Btk,Dusp6,Tbce,Pmm2,Trp53,Hfe,Pde6b,Lipe,Tex14,Sbds,Map3k1,Ofd1,Sox9,Slc29a3,Pole,Armc5,Fgfr1,Pparg"
9146,HP_LIMB_JOINT_CONTRACTURE,0.99720028,1,0.274041411,0.618854735,9972,228,"Psmb8,Stat3,Tor1aip1,Pnpt1,Irf5,Slc26a2,1600014C10Rik,Antxr2,Mafb,Plod3,Cdt1,Flna,Ccn2,Aldh18a1,Gmppb,Tgfbr2,Cdc6,Snrpb,Myh7,Ecel1,Bag3,Slc29a3,Col11a2,Nlrp3,Pycr1,Kdm5c,Emd,Wdr26,Tpm3,Eed,Fbn1,Ikbkg,Lmna,Gjb2,Pax3,Sprtn,Slc39a8,Fbxw11,Wdr4,Tmem43"
9147,HP_HYPERCHOLESTEROLEMIA,0.842520513,1,0.344267099,0.739330414,8008,42,"Slc7a7,Fos,Pygl,Ldlrap1,Pparg,Slc25a13,Lmna,Tbl1x,Cavin1"
9148,HP_LACTIC_ACIDOSIS,0.832959184,1,0.352992205,0.777945685,8162,62,"Usp18,Pygl"
9149,HP_INCREASED_LDL_CHOLESTEROL_CONCENTRATION,0.910449464,1,0.301640491,0.61007408,7980,22,"Slc7a7,Ldlrap1,Emd,Slc25a13,Lmna,Tmem43"
9150,HP_ABNORMALITY_OF_THE_ISCHIUM,0.868805363,1,0.3368434,0.658795624,7257,17,"Irf5,Ccn2,Col11a2"
9151,HP_FLAT_ACETABULAR_ROOF,0.811706967,1,0.370297446,0.724224779,6780,17,"Slc26a2,Bgn,Ddrgk1,Flnb,Trpv4"
9152,HP_INVERTED_NIPPLES,0.897880314,1,0.315176113,0.625819106,7666,19,"Pmm2,Ebf3,Alg12,Pex3,Wac,Kat6a"
9153,HP_BREAST_HYPOPLASIA,0.947704082,1,-0.189519076,-0.658858477,742,31,"Dcc,Sema3a,Tac2,Nin,Sox10,Trp63,Usp9x"
9154,HP_MYOPATHY,0.99769977,1,0.248231399,0.559569817,9975,183,"Xdh,Tgif1,B4galt1,Pnpla2,Flnc,Dll1,Lamp2,Psen2,Gmppb,Dnm2,Tbce,Myh7,Bag3,Fhl2,Fgfr1,Sqstm1,Pparg,Tmpo,Emd"
9155,HP_DECREASED_MUSCLE_MASS,0.994298871,1,0.203392213,0.42282467,9068,28,"Hfe,Ecel1,Farsa,Fgfrl1,Fbn1,Sparc"
9156,HP_RAGGED_RED_MUSCLE_FIBERS,0.81990648,1,0.387409969,0.701831564,6136,10,"Gmppb,Myh7,Ears2,Gfpt1"
9157,HP_SKELETAL_MUSCLE_ATROPHY,0.95160484,1,0.356858578,0.806973399,9516,288,"Psmb8,Hspb1,Sting1,Ifrd1,Pnpt1,Pnpla2,Hspb8,Litaf,Tnfrsf1b,Flnc,Tgfb1,Gpr35,Slc7a7,Lamp2,1600014C10Rik,Egr2,Entpd1,Antxr2,Col4a1,Mafb,Plod3,Svbp,Ctla4,Cd28,Flna,Aldh18a1,Pfn1,Gmppb,Dhh,Dnm2,Atm,Abca1,Atp7a,Tbce,Fbln5,Pon3,Myh7,Nop56"
9158,HP_EXTERNAL_GENITAL_HYPOPLASIA,1,1,0.21982632,0.49742071,10000,313,"Ifih1,Samhd1,Tgif1,Fam111a,Axl,Adar,Dll1,Col4a1,Mertk,Cdt1,Aloxe3,Gmppb,Sgpl1,Dusp6,Tbce,Pmm2,Cdc6,Slc25a24,Pde6b,Stt3a,Ebf3,Tex14,Map3k1,Ofd1,Ecel1,Sox9,Bub1b,Slc29a3,Pole,Fgfr1,Thoc6,Kdm5c"
9159,HP_MALE_INFERTILITY,0.970588235,1,0.254602472,0.554450962,9371,51,"Fcgr3,Tgfb1,Map3k1,Ofd1,Sox9"
9160,HP_OVOID_VERTEBRAL_BODIES,0.833704181,1,0.355098141,0.705088971,7118,19,"Gns,Galns,Sbds,Naglu,Fbn1,Pcyt1a,Tbx15"
9161,HP_SPINAL_RIGIDITY,0.964365256,1,0.253441746,0.541155626,9092,38,"Tor1aip1,Myh7,Bag3,Emd,Tpm3,Lmna,Dysf,Tmem43,Cavin1,Cfl2"
9162,HP_ABNORMAL_FORM_OF_THE_VERTEBRAL_BODIES,0.883688369,1,0.368856871,0.831486961,8835,183,"Ccl12,Tcirg1,Ada,Loxl3,Mmp14,Slc26a2,Mafb,Plod3,Gns,Flna,Bgn,Mmp13,Fli1,Ppp1r15b,Sec24d,Serpinh1,Hspa9,Galns,Atp7a,Pmm2,Slc25a24,Sbds,Slc29a3,Col11a2,Notch2,Col1a2,Pycr1,Fgfr1,P4hb,Fgfrl1,Sfrp4,Naglu,Lbr,Fbn1,Ikbkg,Gusb,Ppib,Erf,Chd7,Sparc,Por,Lonp1,Alg12,Sumf1"
9163,HP_ABNORMALITY_OF_THE_CERVICAL_SPINE,1,1,-0.177487375,-0.780522959,1,211,"Tbr1,Chn1,Satb2,Fgfr2,Ids,Dcc,Apc,Extl3,Kcnh1,Fgfr3,Col6a1,Kcnn3,Hras,Gpc3,Sema5a,Stxbp1,Cdk5,Ift27,Tbl1xr1,Bbs2,Xylt2,Inppl1,Bmp4,Large1,Fbn2,Ctnnd2,Slc35d1,Mapk1,Ints1,Dvl3,Tubb5,Fzd2,Rab23,Tcf4,Cul7,Madd,Tctn2,Cep290,Dlk1,Sdccag8,Arvcf,Mesp2,Polr3a,Fgd1,Gata4,Piga,Gata1,Lztfl1"
9164,HP_ABNORMAL_HAIR_LABORATORY_EXAMINATION,0.794343241,1,-0.276407965,-0.744204205,1656,13,"Hr,Padi3,Trp63,Wrn,Tgm3"
9165,HP_ABNORMAL_ENCHONDRAL_OSSIFICATION,0.983279287,1,0.248959389,0.552713262,9702,76,"Slc26a2,Mgp,Cd96,Flna,Bgn,Snrpb,Sbds,Sox9,Fgfrl1,Lbr,Gusb,Wnt3,Lonp1,Pex3,Kif22,Pex16,Cyp27b1,Ddrgk1,Vdr,Ddr2,Pex13,Flnb,Ctsk,Clcn5,Vac14,Lfng,Trpv4,Hoxa13,Esr1,Ebp"
9166,HP_AMINOACIDURIA,0.996138996,1,0.202436024,0.448615096,9803,72,"Arg1,Hal,Slc7a7,Cth,Mthfr,Slc3a1,Xpa,Tnfrsf11b"
9167,HP_DECREASED_NUMBER_OF_PERIPHERAL_MYELINATED_NERVE_FIBERS,0.831477843,1,0.347434195,0.724795119,7617,29,"Hspb8,Egr2,Dhh,Dnm2,Ngf,Lmna"
9168,HP_EASY_FATIGABILITY,0.923284823,1,0.297257653,0.644995336,8881,48,"Pnpla2,Tgfb1,Jak2,Gmppb,Dnm2,Bag3,Rad51,Tpm3,Chrnb1,Mtmr14"
9169,HP_MUSCLE_SPASM,0.834175935,1,0.360427224,0.80245032,8249,84,"Hspb1,Ampd3,Gla,Lamp2,Col4a1,Pygl,Aldh18a1,Pfn1,Gmppb,Pon3,Myh7,Tbk1,Sqstm1"
9170,HP_DECREASED_SIZE_OF_NERVE_TERMINALS,0.819657349,1,-0.272298438,-0.719165126,1817,12,"Lrp4,Col13a1,Agrn,Chrnd"
9171,HP_EMG_ABNORMALITY,0.995195676,1,0.255301875,0.575024125,9942,157,"Tgif1,Hspb1,Hspb8,Dll1,Lamp2,Mafb,Psen2,Gmppb,Dnm2,Abca1,Atp7a,Tbce,Myh7,Nop56,Bag3,Fhl2,Fgfr1,Sqstm1,Tmpo,Emd,Tpm3,Lmna,Chrnb1,Dysf,Mtmr14,Gbe1,Tmem43,Fxr1,Ano10,Vcl,Frg1"
9172,HP_EMG_MYOPATHIC_ABNORMALITIES,0.990394338,1,0.238281613,0.530506975,9794,84,"Tgif1,Dll1,Lamp2,Dnm2,Myh7,Bag3,Fgfr1,Sqstm1,Emd,Tpm3,Lmna,Chrnb1,Dysf,Mtmr14,Tmem43,Fxr1"
9173,HP_ABNORMAL_VERTEBRAL_MORPHOLOGY,0.96260374,1,0.346444755,0.782906169,9626,266,"Ccl12,Il1rn,Tcirg1,Tgif1,Ada,Loxl3,Mmp14,Spidr,Dll1,Slc26a2,Mafb,Plod3,Gns,Flna,Bgn,Mmp13,Fli1,Ppp1r15b,Sec24d,Serpinh1,Hspa9,Galns,Atp7a,Pmm2,Slc25a24,Ccnd1,Creb3l1,Sbds,Sox9,Slc29a3,Col11a2,Notch2,Col1a2,Pycr1,Fgfr1,P4hb,Fgfrl1,Sfrp4,Naglu,Rad51,Lbr,Fbn1,Fanci,Ikbkg,Gusb,Scarb2,Ppib,Pax3,Wnt3,Erf,Chd7,Sparc,Por,Mrps22,Lonp1,Mesd,Alg12,Sumf1,Bnc1,Nek9,Rbm8a,Nras,Pibf1,Col9a1"
9174,HP_PARALYSIS,0.875239923,1,0.343785019,0.765819428,8663,85,"Tcirg1,Hspb1,Hspb8,Col4a1,Aldh18a1,Pfn1,Aloxe3,Max,Hfe,Pon3,Slc2a1,Bag3,Tbk1,Fgfr1,Sqstm1,Emd,Lmnb1,Lmna"
9175,HP_SENSORY_IMPAIRMENT,0.92370845,1,0.341891817,0.769482475,9225,145,"Tgm1,Hspb1,Ifrd1,Hspb8,Litaf,Gch1,1600014C10Rik,Egr2,Hpgd,Sptlc2,Aldh18a1,Fli1,Dhh,Dnm2,Abca1,Atp7a,Fbln5,Ebf3,Bag3,Knstrn,Rfc1,Ngf,Naglu,Cyp7b1,Phyh,Fbn1,Lmna"
9176,HP_DISPROPORTIONATE_SHORT_STATURE,0.961060143,1,0.271386319,0.599285312,9427,64,"Slc26a2,Bgn,Mmp13,Mab21l2,Galns,Creb3l1,Sox9,Col1a2,Fgfr1,Lbr,Ppib,Slc39a8,Mesd,Alg12,Kmt2a"
9177,HP_PROPORTIONATE_SHORT_STATURE,0.963599596,1,0.284909955,0.634319689,9529,84,"Fam111a,Slc26a2,Antxr2,Cdt1,Aldh18a1,Ppp1r15b,Hspa9,Tbce,Cdc6,Col1a2,Pycr1,Pole,Fgfr1,Lbr,Fbn1,Kif11"
9178,HP_SEVERE_SHORT_STATURE,0.889899816,1,0.324405722,0.713917102,8704,61,"Fam111a,Slc26a2,Antxr2,Cdt1,Aldh18a1,Hspa9,Cdc6,Col1a2,Pycr1,Pole,Fgfr1,Fbn1,Kif11"
9179,HP_EXERCISE_INTOLERANCE,0.943088576,1,0.279078465,0.599334638,8964,42,"Pnpla2,Lamp2,Cited2,Gmppb,Farsa,Tpm3,Top3a,Cavin1"
9180,HP_SHOULDER_GIRDLE_MUSCLE_WEAKNESS,0.878741366,1,0.319709917,0.664633314,8014,28,"Pnpla2,Myh7,Chrnb1,Dysf,Frg1"
9181,HP_DIFFICULTY_CLIMBING_STAIRS,0.989740231,1,0.212408068,0.443112201,9067,29,"Flnc,Gmppb,Tpm3,Dysf,Tfg"
9182,HP_CONGENITAL_ONSET,0.882864859,1,0.367678141,0.82862657,8825,178,"Usp18,Serpine1,F13a1,Vim,Dock2,Egr2,Shmt2,Hpgd,Slc1a4,Gmppb,Dnm2,Hells,Tbce,Cd8a,Slc25a24,Stt3a,Myh7,Creb3l1,Ofd1,Ctsd,Ccnd2,Nde1,Col1a2,Pole,Plaa"
9183,HP_INFANTILE_ONSET,0.930106989,1,0.367634028,0.831456604,9301,289,"Psmb8,Il2rg,Stat3,Tnfaip3,Nfkbia,Gfap,Tubb6,Fermt3,Lck,Nckap1l,Cxcr4,Pnp,Prf1,Nfe2l2,Gch1,Adar,Slc7a7,Il6ra,Egr2,Plcg2,Bcl10,Blnk,Flna,Cd3d,Mefv,Trit1,Hax1,Tlk2,Tbce,Slc2a1,Nkx6-2,Ebf3,Stxbp2,Myh7,Plekhg2"
9184,HP_ONSET,0.916408359,1,0.39449667,0.897002397,9164,670,"Usp18,Psmb8,Il2rg,Cfb,Il6,Cybb,Osmr,Cyba,Serpine1,Il1rn,Stat3,Tnfaip3,Nfkbia,Cp,Gfap,Tubb6,Hspb1,Sh3bp2,F13a1,Sting1,Fermt3,Lck,Nckap1l,Vim,Pnpla2,Ncf2,Cxcr4,Litaf,Pnp,Prf1,Npc2,Flnc,Tgfb1,Arg1,Ptpn1,Ncf1,Nfe2l2,Igf2bp2,Tnfrsf4,Gch1,Adar,Slc7a7,Dock2,Gla,Il6ra,Egr2,Plcg2,Hsd3b7,Psen2,Shmt2,Hpgd,Bcl10,Slc1a4,Blnk,Flna,Cd3d,Mefv,Trit1,Plce1,Gmppb,Dnm2,Myh9,Hells,Hax1,Tlk2,Itk,Galns,Atp7a,Tbce,Cd8a,Slc25a24,Cfh,Slc2a1,Stt3a,Nkx6-2,Ebf3,Stxbp2,Myh7,Spry2,Plekhg2,Creb3l1,Ofd1,Ctsd,Farsa,Gtpbp2,Triobp,Ccnd2,Nlrp3,Nde1,Col1a2,Foxred1,Mthfr,Dock8,Spg21,Tbk1,Pole,Plaa"
9185,HP_PROGRESSIVE,0.997197197,1,0.231721688,0.521670903,9961,147,"Slc39a14,1600014C10Rik,Antxr2,Gns,Aldh18a1,Plce1,Pcna,Sgpl1,Tbce,Gosr2,Sec61a1,Nkx6-2,Spry2,Nop56,Asns,Tbk1,Myo1e,Sqstm1,Naglu,Cyp7b1,Nup93,Lmnb1,Tnfrsf11b,Dnajb11,Coq8b,Uba5,Lmna,Mre11a,Ubap1,Copb2,Med17,Exosc9"
9186,HP_SLOW_PROGRESSION,0.985431528,1,0.254790012,0.570765521,9807,104,"Hspb1,Tor1aip1,Pnpla2,Flnc,1600014C10Rik,Aldh18a1,Dnm2,Atp7a,Tead1,Myh7,Nlrp3,Spg21,Rfc1,Emd,Mcm2,Lmna,Dysf,Mtmr14,Fzd4,Gbe1,Tmem43,Frg1,Tfg,Cwf19l1,Cfl2"
9187,HP_PACE_OF_PROGRESSION,0.99940006,1,0.261181368,0.590225429,9994,266,"Tubb6,Hspb1,Grn,H2-Ab1,Tor1aip1,Pnpla2,Slc39a14,Flnc,1600014C10Rik,Antxr2,Gns,Aldh18a1,Plce1,Dnm2,Pcna,Sgpl1,Atp7a,Tbce,Gosr2,Tead1,Sec61a1,Nkx6-2,Myh7,Spry2,Nop56,Bag3,Asns,Nlrp3,Spg21,Tbk1,Myo1e,Sqstm1,Rfc1,Emd,Naglu,Mcm2,Cyp7b1,Nup93,Lmnb1,Tnfrsf11b,Dnajb11,Coq8b,Uba5,Lmna,Scarb2,Dysf,Mre11a,Ubap1,Copb2,Med17,Mtmr14,Exosc9,Fzd4,Gbe1,Tmem43"
9188,HP_LIMB_MUSCLE_WEAKNESS,0.972158237,1,0.300732346,0.676226393,9706,138,"Hspb1,Pnpla2,Hspb8,Flnc,Adar,Ampd3,Egr2,Aldh18a1,Fli1,Gmppb,Dnm2,Nup62,Tbce,Myh7,Lipe,Mthfr,Spg21,Sqstm1,Emd,Lbr,Cyp7b1,Phyh,Tpm3,Lmna,Chrnb1,Dysf"
9189,HP_SCAPULAR_WINGING,0.951123943,1,0.277100196,0.605626872,9223,54,"1600014C10Rik,Flna,Gmppb,Myh7,Sqstm1,Emd,Tpm3,Lmna,Dysf,Pax3,Tmem43,Sgcb,Frg1,Raf1"
9190,HP_DISTAL_AMYOTROPHY,0.898509867,1,0.335195343,0.749599461,8923,96,"Hspb1,Hspb8,Litaf,Flnc,1600014C10Rik,Egr2,Plod3,Svbp,Dnm2,Abca1,Atp7a,Tbce,Fbln5"
9191,HP_CALF_MUSCLE_PSEUDOHYPERTROPHY,0.793679342,1,0.391644105,0.730763734,6177,12,"Gmppb,Myh7,Pparg,Sgcb"
9192,HP_SKELETAL_MUSCLE_HYPERTROPHY,0.995487365,1,0.224559993,0.503748664,9926,112,"Psmb8,Fos,Gmppb,Dnm2,Hells,Sec23b,Lipe,Pparg,Tpm3,Lmna,Traf3ip2,Dysf,Mtmr14,Cavin1,Sgcb,Frg1"
9193,HP_NECK_FLEXOR_WEAKNESS,0.995009074,1,0.196736816,0.399822705,8771,23,"Cnbp,Chrnb1,Dysf,Cfl2,Des"
9194,HP_EXERCISE_INDUCED_MYALGIA,0.818359151,1,0.358486667,0.720702451,7131,21,"Flnc,Ampd3,Dnm2,Lmna,Dysf,Mtmr14"
9195,HP_MYOCLONIC_SPASMS,0.854844652,1,0.346661737,0.667357732,6960,15,"Slc1a4,Smarce1,Mocs2,Smarcb1,Pdgfb"
9196,HP_CONGENITAL_MUSCULAR_DYSTROPHY,0.939110662,1,0.289034919,0.546246616,7433,13,"Gmppb,Myh7,Lmna"
9197,HP_SPORADIC,0.931174089,1,-0.185199107,-0.743424758,229,59,"Mef2c,Kit,Hras,Six3,Zbtb20,Herc2,Kif1b,Pdgfra,Akt1,Sdhc,Sema3e,Nfix"
9198,HP_REDUCED_SUBCUTANEOUS_ADIPOSE_TISSUE,0.90854848,1,0.305120018,0.613414013,7917,21,"Tgfb1,Slc25a24,Pparg,Fbn1,Lmna,Top3a"
9199,HP_NEVUS,0.939088342,1,0.308234695,0.68840679,9311,91,"Cyp1b1,Ifng,Rras,Sec23b,Slc25a24,Col3a1,Fgfr1,Xpa,Tnfrsf11b,Eed,Rras2,Erf,Nek9,Rbm8a,Nras,Raf1"
9200,HP_STAGE_5_CHRONIC_KIDNEY_DISEASE,0.838135419,1,0.349429931,0.76434194,8144,55,"Cd151,Slc7a7,Mefv,Plce1,Sgpl1,Spry2,Avil,Anln,Nup93,Dnajb11,Coq8b"
9201,HP_EUNUCHOID_HABITUS,0.863387298,1,0.343083466,0.654932073,6932,14,"Dusp6,Fgfr1,Chd7,Spry4"
9202,HP_LIMB_GIRDLE_MUSCLE_ATROPHY,0.872598935,1,0.328429144,0.657033959,7540,20,"Myh7,Emd,Tpm3,Lmna,Tmem43,Sgcb,Frg1,Des"
9203,HP_MUSCLE_ABNORMALITY_RELATED_TO_MITOCHONDRIAL_DYSFUNCTION,0.869127517,1,0.331045392,0.662267854,7510,20,"Pnpt1,Foxred1,Cox6a2"
9204,HP_TYPE_1_MUSCLE_FIBER_PREDOMINANCE,0.860321919,1,0.333670608,0.702599924,7963,33,"Pnpt1,Gmppb,Dnm2,Myh7,Tpm3,Chrnb1,Mtmr14,Fxr1,Cfl2"
9205,HP_PHENOTYPIC_VARIABILITY,0.915208479,1,0.368804023,0.8330674,9152,255,"Stat1,Ifih1,B2m,Samhd1,Stat2,Tlr3,Tubb6,Pnpla2,Havcr2,Cd3g,Gch1,Nfkb2,1600014C10Rik,Egr2,Antxr2,Col4a1,Ctla4,F10,F7,Trit1,Gmppb,Col4a2,Nfkb1,Ikzf1,Sgpl1"
9206,HP_DEATH_IN_CHILDHOOD,0.986234139,1,0.225790797,0.441599832,8238,17,"Atp7a,Rab27a,Hyou1,Fadd,Hmgcl"
9207,HP_VARIABLE_EXPRESSIVITY,0.808880888,1,0.390985113,0.881449954,8087,185,"Ifih1,B2m,Samhd1,Stat2,Tubb6,Pnpla2,Havcr2,Cd3g,Gch1,Nfkb2,1600014C10Rik,Egr2,Antxr2,Col4a1,F10,F7,Trit1,Gmppb,Col4a2,Nfkb1,Sgpl1,Slc2a1,Myh7,Vwf,Dhfr,Gtpbp2,Nlrp3,Spg21,Plaa"
9208,HP_ABNORMALITY_OF_THE_RADIAL_HEAD,0.87996891,1,0.321105696,0.662374653,7924,26,"Cd96,Flna,Notch2,Ercc1,Col5a2,Kif22,Tbx15"
9209,HP_ABNORMAL_5TH_FINGER_PHALANX_MORPHOLOGY,0.986272083,1,0.222155297,0.454267533,8764,24,"Sox11,Rbbp8,Dpf2,Bmp2,Tfap2b,Smarce1"
9210,HP_ABNORMALITY_OF_THE_MIDDLE_PHALANX_OF_THE_5TH_FINGER,0.985429639,1,0.227979345,0.435203091,7912,14,"Rbbp8,Bmp2,Tfap2b"
9211,HP_ABNORMALITY_OF_THE_DISTAL_PHALANX_OF_THE_5TH_FINGER,0.918550874,1,0.308549128,0.575717879,7149,12,"Sox11,Dpf2,Tfap2b,Smarce1,Smarcb1,Smarca4,Col2a1"
9212,HP_ABNORMALITY_OF_THE_ABDOMINAL_WALL,1,1,0.194632923,0.439927381,10000,280,"Rras,Mad2l2,Mmp14,Slc26a2,Cd96,Rin2,Flna,Aldh18a1,Fli1,Tgfbr2,Hells,Serpinh1,Galns,Atp7a,Fbln5,Efemp2,Slc25a24,Stra6,Ofd1,Col11a2,Notch1,Notch2,Nlrp3,Col1a2,Mthfr,Pycr1,Knstrn,Col3a1,Fgfr1,Rad51,Lbr,Ufd1,Eed,Fbn1,Fanci,Ikbkg,Lmna,Gusb,Rras2,Tgfb2,Wnt3,Fbxw11,Lox,Cavin1,Chd7,Slc25a22,Lonp1,Jmjd1c,Smad3,Crkl,Nek9,Nras,Raf1,Sec24c,Col5a2,Brca1,Chuk"
9213,HP_FUNCTIONAL_MOTOR_DEFICIT,0.99830017,1,0.269133229,0.60783974,9983,252,"Ifih1,Samhd1,Tlr3,Hspb1,Pnpla2,Unc93b1,Flnc,Tgfb1,Arg1,Adar,Lamp2,Jak2,1600014C10Rik,Cited2,Gmppb,Dnm2,Nup62,Tbce,Gosr2,Nkx6-2,Myh7,Nop56"
9214,HP_ABNORMAL_MUSCLE_FIBER_MORPHOLOGY,0.937625351,1,0.325059354,0.730390634,9349,122,"Ifih1,Tor1aip1,Pnpt1,Pnpla2,Flnc,Psen2,Gmppb,Dnm2,Myh7,Sqstm1,Pparg,Emd,Cnbp,Tpm3,Lmna,Chrnb1,Dysf,Cox6a2,Ears2,Mtmr14,Tmem43,Sgcb,Fxr1"
9215,HP_CACHEXIA,0.873763939,1,0.329373143,0.707344917,8305,42,"Tgfb1,Jak2,Mafb,Cenpe,Rbbp8"
9216,HP_ABNORMAL_ANTERIOR_EYE_SEGMENT_MORPHOLOGY,0.97520248,1,0.375031702,0.853134538,9752,695,"H2-K1,Ifih1,Psmb8,Serping1,Tap1,Tgfbi,B2m,Samhd1,Tapbp,Tap2,Osmr,Erap1,Tgm1,Ccr1,Tgif1,Cyp1b1,Fam111a,Pnpt1,Vim,Fas,Dcn,Mad2l2,Il10,Loxl3,Tlr4,Mmp14,Tdrd7,Adar,Dll1,Cngb3,Gla,Entpd1,Plcg2,Col4a1,Mafb,Stat4,Plod3,Svbp,Was,Mertk,Gcnt2,Vcan,Ptpn22,Flna,Mefv,Aldh18a1,Fli1,Aloxe3,Gmppb,Tgfbr2,Ikzf1,Sox11,Myh9,Mab21l2,Usb1,Atp10a,Cep55,Abca1,Max,Sec23b,Galns,Tbce,Pmm2,Rest,Slc25a24,Pde6b,Tead1,Wipf1,Mab21l1,Slc2a1,Ebf3,Bub1,Ofd1,Rpl18,Tinf2,Bloc1s6,Bub1b,Gtpbp2,Foxc1,Slc29a3,Notch1,Notch2,Nlrp3,Col1a2,Pycr1,Cysltr2,H2-Q10,Col3a1,Fgfr1,Epha2,Fgfrl1,Dpf2,Cryba4,Actl6a,Rad51,Xpa,Cnbp,Lbr,Cyp7b1,Ufd1,Phyh,Prpf6,Ncapg2,Exosc2,Chmp4b,Rb1,Slc25a13,Gsr,Eed,Uba5,Fbn1,Fanci,Ikbkg,Trip13,Lmna,Lemd2,Gjb2,Gusb,Kif11,Prpf31,Rbpj,Psmd12,Sf3b1,Cln3,Polr1c,Pax3,Tgfb2,Wnt3,Sprtn,Slc39a8,Erf,Fbxw11"
9217,HP_ABNORMAL_CIRCULATING_SULFUR_AMINO_ACID_CONCENTRATION,0.962057448,1,0.272276503,0.493255876,7200,10,"Mthfr,Slc25a13,Gnmt,Mmadhc,Prdx1"
9218,HP_ABNORMALITY_OF_VITAMIN_B12_METABOLISM,0.797206109,1,0.377962999,0.74409233,6733,18,"Fas,Fasl,Ccnd1"
9219,HP_ABNORMAL_CIRCULATING_FATTY_ACID_CONCENTRATION,0.844344665,1,0.341534731,0.724699377,7897,35,"Ucp2,Pla2g4a,Phyh"
9220,HP_ABNORMALITY_OF_ACID_BASE_HOMEOSTASIS,0.99779978,1,0.252333609,0.568799076,9976,184,"Usp18,Il6,Pnpt1,Slc7a7,Pygl,Ptpn22,Ikzf1,Gata3"
9221,HP_FOCAL_DYSTONIA,0.802325581,1,0.365069661,0.798552237,7796,55,"Cp,Slc39a14,Gch1,1600014C10Rik,Mafb,Aldh18a1,Fli1"
9222,HP_NEOPLASM_OF_THE_NERVOUS_SYSTEM,0.811892109,1,0.376651251,0.845164229,8096,113,"Cdkn1a,Ifng,Daxx,Top2a,Rela,Mdm2,Stat6,Fli1,Runx1,Tgfbr2,Max,Sec23b,Trp53,Ccnd1,Ofd1,Pole,Armc5,Fgfr1"
9223,HP_ABNORMALITY_OF_THE_ANUS,0.806076406,1,0.380278731,0.854638168,8038,124,"Tgif1,Il10ra,Il10rb,Icos,Mad2l2,Tgfb1,Dll1,Nfkb2,Cd96,Mid1,Fli1,Cybc1,Nfkb1,Hspa9,Slc25a24,Snrpb,Egfr,Foxc1,Dock8,Thoc6,Rad51,Ufd1,Fanci,Rras2,Tnfrsf13b,Wnt3,Chd7,Adam17,Por,Lonp1,Jmjd1c"
9224,HP_HAMARTOMATOUS_POLYPOSIS,0.886916836,1,-0.245773113,-0.675408646,1748,14,"Akt1,Sdhc,Pten,Msh3,Sdhb,Ptch2,Bmpr1a,Pik3ca"
9225,HP_ABNORMAL_NIPPLE_MORPHOLOGY,0.999699127,1,0.175905506,0.394755139,9967,114,"Rras,Dusp6,Pmm2,Slc25a24,Mab21l1,Ebf3,Ofd1,Knstrn,Fgfr1,Ikbkg,Rras2,Tfap2b,Wnt3,Chd7,Alg12,Kmt2a,Nras,Raf1,Pex3,Kdm1a,Ripk4,Spry4,Ddx6,Wac,Kat6a,Nup188"
9226,HP_ABNORMALITY_OF_THE_PULMONARY_ARTERY,0.830089745,1,0.362444808,0.809405619,8231,90,"Tcirg1,Rras,Mgp,Svbp,Bgn,Tgfbr2,Fbln5,Efemp2,Myh7,Stra6,Snx10,Notch1,Notch2,Col3a1,Fgfr1,Actl6a,Fbn1,Lmna,Rras2,Rbpj,Psmd12,Fbxw11,Rlim,Nras,Raf1"
9227,HP_ABNORMALITY_OF_THE_CHEEK,0.973963549,1,0.29609633,0.665878312,9725,136,"Sh3bp2,Edn1,Slc26a2,Mafb,Svbp,Flna,Aldh18a1,Cited2,Sox11,Ppp1r15b,Cep55,Atp7a,Tbce,Fbln5,Efemp2,Slc29a3,Notch2,Fgfr1,Psph,Fgfrl1,Gnai3,Wdr26,Fbn1,Lmna,Bmp2,Kif11"
